,Season,Venue,City,innings,batter,Match_Played,Balls_Faced,Runs,4s,6s,Out,Not_Out,Strike_Rate,Avg,Explosivity_Rating,Running_Rating,Finisher_Rating
1851,2010,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,M Vijay,4,92,131,8,8,3.0,1.0,132.0,161.66666666666666,17.0,116.0,2.0
8870,2021,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,1,MA Agarwal,2,94,130,9,6,1.0,1.0,131.0,224.0,16.0,116.0,2.0
4852,2014,Rajiv Gandhi International Stadium,Hyderabad,1,DA Warner,3,74,133,12,7,2.0,1.0,134.0,170.0,20.0,115.0,2.0
7464,2018,Maharashtra Cricket Association Stadium,Pune,2,AT Rayudu,3,90,133,10,9,2.0,1.0,134.0,178.0,20.0,115.0,2.0
10064,2022,"Wankhede Stadium, Mumbai",Mumbai,2,WP Saha,2,98,135,19,2,1.0,1.0,136.0,233.0,22.0,115.0,2.0
4653,2014,Feroz Shah Kotla,Delhi,1,JP Duminy,5,103,128,10,4,3.0,2.0,129.0,162.33333333333334,15.0,115.0,3.0
7258,2018,"Eden Gardens, Kolkata",Kolkata,2,KD Karthik,6,92,134,18,2,2.0,4.0,135.0,180.0,21.0,115.0,5.0
9527,2022,"Dr DY Patil Sports Academy, Mumbai",Mumbai,2,RA Tripathi,4,79,134,15,5,3.0,1.0,135.0,160.33333333333334,21.0,115.0,2.0
7372,2018,M Chinnaswamy Stadium,Bengaluru,1,V Kohli,4,96,130,12,4,3.0,1.0,131.0,162.0,17.0,115.0,2.0
7337,2018,M Chinnaswamy Stadium,Bengaluru,1,AB de Villiers,2,72,137,14,9,2.0,0.0,138.0,173.0,24.0,115.0,1.0
2658,2011,Rajiv Gandhi International Stadium,Hyderabad,1,S Dhawan,5,96,133,15,4,5.0,0.0,134.0,152.2,20.0,115.0,1.0
5425,2015,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,SK Raina,7,134,129,13,2,7.0,0.0,130.0,148.14285714285714,16.0,115.0,1.0
4763,2014,M Chinnaswamy Stadium,Bangalore,1,WP Saha,2,74,132,10,9,1.0,1.0,133.0,206.0,20.0,114.0,2.0
9955,2022,"Wankhede Stadium, Mumbai",Mumbai,1,SO Hetmyer,4,85,129,6,10,0.0,4.0,130.0,129.0,17.0,114.0,5.0
7901,2019,"Eden Gardens, Kolkata",Kolkata,1,KD Karthik,5,78,133,10,10,2.0,3.0,134.0,172.0,21.0,114.0,4.0
2764,2011,Sawai Mansingh Stadium,Jaipur,2,J Botha,5,114,124,10,1,3.0,2.0,125.0,162.0,12.0,114.0,3.0
6908,2017,Rajiv Gandhi International Stadium,Hyderabad,1,KS Williamson,2,77,129,11,5,2.0,0.0,130.0,167.5,17.0,114.0,1.0
6443,2016,"Wankhede Stadium, Mumbai",Mumbai,2,RG Sharma,3,93,130,12,5,1.0,2.0,131.0,223.0,18.0,114.0,3.0
9082,2021,"Wankhede Stadium, Mumbai",Mumbai,2,D Padikkal,2,71,135,15,8,1.0,1.0,136.0,206.0,24.0,113.0,2.0
6136,2016,Maharashtra Cricket Association Stadium,Pune,1,AM Rahane,3,105,124,9,3,3.0,0.0,125.0,159.0,13.0,113.0,1.0
8496,2020,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,RA Tripathi,6,106,129,13,4,6.0,0.0,130.0,146.66666666666666,18.0,113.0,1.0
7768,2018,"Wankhede Stadium, Mumbai",Mumbai,2,SR Watson,3,79,133,12,9,2.0,1.0,134.0,172.5,22.0,113.0,2.0
507,2008,Rajiv Gandhi International Stadium,Hyderabad,2,Y Venugopal Rao,2,84,128,8,9,1.0,1.0,129.0,212.0,18.0,112.0,2.0
8723,2021,Dubai International Cricket Stadium,Dubai,2,KS Bharat,2,91,122,6,5,1.0,1.0,123.0,213.0,12.0,112.0,2.0
1449,2010,"Brabourne Stadium, Mumbai",Mumbai,2,S Dhawan,3,98,129,15,3,3.0,0.0,130.0,161.66666666666666,19.0,112.0,1.0
5111,2015,"Brabourne Stadium, Mumbai",Mumbai,1,AM Rahane,2,78,128,12,5,1.0,1.0,129.0,206.0,18.0,112.0,2.0
1638,2010,Feroz Shah Kotla,Delhi,1,V Sehwag,5,80,136,20,6,5.0,0.0,137.0,152.0,27.0,111.0,1.0
5661,2015,"Sardar Patel Stadium, Motera",Ahmedabad,2,AM Rahane,2,94,122,10,2,1.0,1.0,123.0,216.0,13.0,111.0,2.0
5705,2015,"Wankhede Stadium, Mumbai",Mumbai,1,AB de Villiers,1,61,133,19,4,0.0,1.0,134.0,133.0,24.0,111.0,2.0
4980,2014,"Wankhede Stadium, Mumbai",Mumbai,2,CJ Anderson,2,71,130,12,8,1.0,1.0,131.0,201.0,21.0,111.0,2.0
1541,2010,"Eden Gardens, Kolkata",Kolkata,1,CH Gayle,3,73,132,12,10,3.0,0.0,133.0,156.33333333333334,23.0,111.0,1.0
1950,2010,"Sardar Patel Stadium, Motera",Ahmedabad,1,NV Ojha,3,83,131,15,6,3.0,0.0,132.0,158.66666666666666,22.0,111.0,1.0
2217,2011,"Eden Gardens, Kolkata",Kolkata,2,MK Tiwary,4,134,125,11,4,1.0,3.0,126.0,259.0,16.0,111.0,4.0
2930,2012,"Eden Gardens, Kolkata",Kolkata,1,BB McCullum,4,119,131,19,2,4.0,0.0,132.0,160.75,22.0,111.0,1.0
7249,2018,"Eden Gardens, Kolkata",Kolkata,2,CA Lynn,5,102,131,15,6,5.0,0.0,132.0,151.4,22.0,111.0,1.0
6463,2017,"Eden Gardens, Kolkata",Kolkata,1,MK Pandey,4,105,122,10,3,4.0,0.0,123.0,148.25,14.0,110.0,1.0
3855,2013,Feroz Shah Kotla,Delhi,2,V Sehwag,3,83,130,18,3,2.0,1.0,131.0,171.5,22.0,110.0,2.0
2654,2011,Rajiv Gandhi International Stadium,Hyderabad,1,KC Sangakkara,5,106,127,17,1,5.0,0.0,128.0,148.2,19.0,110.0,1.0
7021,2017,Saurashtra Cricket Association Stadium,Rajkot,2,BB McCullum,3,87,127,8,10,3.0,0.0,128.0,156.0,19.0,110.0,1.0
437,2008,Rajiv Gandhi International Stadium,Hyderabad,1,A Symonds,2,70,129,13,7,1.0,1.0,130.0,199.0,21.0,110.0,2.0
4621,2014,"Eden Gardens, Kolkata",Kolkata,1,RV Uthappa,2,83,125,14,3,1.0,1.0,126.0,208.0,18.0,109.0,2.0
7276,2018,"Eden Gardens, Kolkata",Kolkata,2,SP Narine,5,63,133,15,10,5.0,0.0,134.0,145.6,26.0,109.0,1.0
3733,2013,"Eden Gardens, Kolkata",Kolkata,2,DR Smith,2,92,124,9,7,2.0,0.0,125.0,170.0,17.0,109.0,1.0
2998,2012,Feroz Shah Kotla,Delhi,1,CH Gayle,1,62,128,7,13,0.0,1.0,129.0,128.0,21.0,109.0,2.0
8533,2020,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,2,F du Plessis,3,90,123,13,2,2.0,1.0,124.0,168.0,16.0,109.0,2.0
2768,2011,Sawai Mansingh Stadium,Jaipur,2,R Dravid,5,123,125,15,2,5.0,0.0,126.0,149.6,18.0,109.0,1.0
7616,2018,Sawai Mansingh Stadium,Jaipur,1,AM Rahane,4,101,123,14,1,4.0,0.0,124.0,148.25,16.0,109.0,1.0
3300,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,DJ Hussey,3,94,119,8,4,2.0,1.0,120.0,166.0,13.0,108.0,2.0
8452,2020,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,D Padikkal,3,95,125,17,1,3.0,0.0,126.0,156.66666666666666,19.0,108.0,1.0
5122,2015,"Brabourne Stadium, Mumbai",Mumbai,1,SR Watson,2,88,125,13,5,1.0,1.0,126.0,213.0,19.0,108.0,2.0
8334,2019,Sawai Mansingh Stadium,Jaipur,2,JC Buttler,2,88,128,18,3,2.0,0.0,129.0,172.0,22.0,108.0,1.0
8900,2021,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,2,S Dhawan,3,104,121,11,3,2.0,1.0,122.0,173.0,15.0,108.0,2.0
9253,2022,"Brabourne Stadium, Mumbai",Mumbai,1,Ishan Kishan,2,78,126,16,3,1.0,1.0,127.0,204.0,20.0,108.0,2.0
8288,2019,Sawai Mansingh Stadium,Jaipur,1,AM Rahane,3,84,124,15,3,2.0,1.0,125.0,166.0,19.0,107.0,2.0
7699,2018,"Wankhede Stadium, Mumbai",Mumbai,1,HH Pandya,6,86,121,10,5,3.0,3.0,122.0,149.66666666666666,16.0,107.0,4.0
6940,2017,Rajiv Gandhi International Stadium,Hyderabad,2,DA Warner,3,87,122,11,5,2.0,1.0,123.0,165.5,17.0,107.0,2.0
9272,2022,"Brabourne Stadium, Mumbai",Mumbai,1,MM Ali,2,82,128,17,5,2.0,0.0,129.0,169.0,23.0,107.0,1.0
8488,2020,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,N Rana,6,96,126,18,2,6.0,0.0,127.0,142.0,21.0,107.0,1.0
4588,2014,Barabati Stadium,Cuttack,2,RV Uthappa,2,82,126,17,4,2.0,0.0,127.0,167.0,22.0,106.0,1.0
7849,2019,"Arun Jaitley Stadium, Delhi",Delhi,2,SS Iyer,4,99,119,9,5,3.0,1.0,120.0,152.0,15.0,106.0,2.0
2307,2011,Himachal Pradesh Cricket Association Stadium,Dharamsala,1,SE Marsh,2,77,125,12,8,1.0,1.0,126.0,202.0,21.0,106.0,2.0
10039,2022,"Wankhede Stadium, Mumbai",Mumbai,2,RR Pant,4,79,124,14,5,4.0,0.0,125.0,143.75,20.0,106.0,1.0
7844,2019,"Arun Jaitley Stadium, Delhi",Delhi,2,S Dhawan,4,86,123,16,3,4.0,0.0,124.0,144.5,20.0,105.0,1.0
9888,2022,"Wankhede Stadium, Mumbai",Mumbai,1,D Padikkal,4,102,122,14,4,4.0,0.0,123.0,147.5,19.0,105.0,1.0
8418,2019,"Wankhede Stadium, Mumbai",Mumbai,2,Q de Kock,4,89,121,12,6,4.0,0.0,122.0,143.25,19.0,104.0,1.0
7686,2018,Sawai Mansingh Stadium,Jaipur,2,SV Samson,3,93,113,9,1,3.0,0.0,114.0,144.0,11.0,104.0,1.0
7139,2018,"Arun Jaitley Stadium, Delhi",Delhi,1,V Shankar,6,89,117,9,5,1.0,5.0,118.0,206.0,15.0,104.0,6.0
3409,2012,Sawai Mansingh Stadium,Jaipur,1,BJ Hodge,5,92,113,6,4,5.0,0.0,114.0,131.4,11.0,104.0,1.0
362,2008,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,KC Sangakkara,2,81,122,18,1,2.0,0.0,123.0,162.5,20.0,104.0,1.0
1259,2009,SuperSport Park,Centurion,1,MS Dhoni,3,76,118,11,4,0.0,3.0,119.0,118.0,16.0,104.0,4.0
3521,2012,Subrata Roy Sahara Stadium,Pune,1,RV Uthappa,3,112,113,8,2,2.0,1.0,114.0,169.0,11.0,104.0,2.0
7816,2019,"Arun Jaitley Stadium, Delhi",Delhi,1,SS Iyer,3,98,113,5,5,3.0,0.0,114.0,145.66666666666666,11.0,104.0,1.0
5880,2016,"Eden Gardens, Kolkata",Kolkata,1,RV Uthappa,5,90,119,14,2,5.0,0.0,120.0,137.0,17.0,104.0,1.0
2257,2011,Feroz Shah Kotla,Delhi,1,Y Venugopal Rao,5,102,118,13,2,3.0,2.0,119.0,152.0,16.0,104.0,3.0
7456,2018,Maharashtra Cricket Association Stadium,Pune,1,SK Raina,3,81,122,15,4,2.0,1.0,123.0,162.5,20.0,104.0,2.0
4971,2014,"Wankhede Stadium, Mumbai",Mumbai,1,V Sehwag,2,64,123,12,8,2.0,0.0,124.0,155.0,21.0,104.0,1.0
8970,2021,Sharjah Cricket Stadium,Sharjah,1,V Kohli,3,100,117,13,2,3.0,0.0,118.0,150.33333333333334,16.0,103.0,1.0
8727,2021,Dubai International Cricket Stadium,Dubai,2,MA Agarwal,3,85,119,12,5,3.0,0.0,120.0,147.33333333333334,18.0,103.0,1.0
806,2009,Kingsmead,Durban,1,MN van Wyk,2,83,117,15,0,1.0,1.0,118.0,200.0,16.0,103.0,2.0
9959,2022,"Wankhede Stadium, Mumbai",Mumbai,1,SV Samson,4,92,121,14,5,3.0,1.0,122.0,151.66666666666666,20.0,103.0,2.0
9735,2022,Maharashtra Cricket Association Stadium,Pune,1,SA Yadav,2,73,120,10,8,1.0,1.0,121.0,193.0,19.0,103.0,2.0
1787,2010,M Chinnaswamy Stadium,Bangalore,2,RV Uthappa,4,61,120,9,9,3.0,1.0,121.0,140.33333333333334,19.0,103.0,2.0
8068,2019,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,SK Raina,4,99,117,14,2,4.0,0.0,118.0,141.75,17.0,102.0,1.0
3156,2012,M Chinnaswamy Stadium,Bangalore,2,CH Gayle,4,89,117,5,11,4.0,0.0,118.0,139.25,17.0,102.0,1.0
7703,2018,"Wankhede Stadium, Mumbai",Mumbai,1,KH Pandya,7,90,116,9,6,5.0,2.0,117.0,134.0,16.0,102.0,3.0
8119,2019,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,SR Watson,4,77,121,13,7,4.0,0.0,122.0,140.25,21.0,102.0,1.0
9951,2022,"Wankhede Stadium, Mumbai",Mumbai,1,S Dhawan,3,99,116,12,3,2.0,1.0,117.0,165.5,16.0,102.0,2.0
7105,2017,"Wankhede Stadium, Mumbai",Mumbai,2,JC Buttler,5,95,118,12,5,5.0,0.0,119.0,137.0,18.0,102.0,1.0
9892,2022,"Wankhede Stadium, Mumbai",Mumbai,1,DJ Hooda,3,86,117,13,3,3.0,0.0,118.0,145.66666666666666,17.0,102.0,1.0
3662,2012,"Wankhede Stadium, Mumbai",Mumbai,2,RG Sharma,5,118,115,11,3,4.0,1.0,116.0,144.5,15.0,102.0,2.0
4081,2013,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,SK Raina,5,87,115,12,2,5.0,0.0,116.0,132.4,15.0,102.0,1.0
9883,2022,"Wankhede Stadium, Mumbai",Mumbai,1,Abhishek Sharma,3,88,117,12,5,3.0,0.0,118.0,146.33333333333334,18.0,101.0,1.0
1257,2009,SuperSport Park,Centurion,1,MK Pandey,1,74,114,10,4,0.0,1.0,115.0,114.0,15.0,101.0,2.0
8356,2019,Sawai Mansingh Stadium,Jaipur,2,SV Samson,3,79,113,10,3,2.0,1.0,114.0,152.5,14.0,101.0,2.0
2700,2011,Rajiv Gandhi International Stadium,Hyderabad,2,V Sehwag,1,58,119,13,6,1.0,0.0,120.0,177.0,20.0,101.0,1.0
5818,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,1,S Dhawan,2,84,115,12,3,1.0,1.0,116.0,199.0,16.0,101.0,2.0
7700,2018,"Wankhede Stadium, Mumbai",Mumbai,1,Ishan Kishan,5,76,116,11,5,5.0,0.0,117.0,131.2,17.0,101.0,1.0
2234,2011,Feroz Shah Kotla,Delhi,1,DA Warner,5,90,117,11,6,5.0,0.0,118.0,135.0,18.0,101.0,1.0
7906,2019,"Eden Gardens, Kolkata",Kolkata,1,N Rana,4,92,116,8,8,4.0,0.0,117.0,139.0,17.0,101.0,1.0
876,2009,Kingsmead,Durban,2,JP Duminy,3,114,110,8,2,3.0,0.0,111.0,148.0,11.0,101.0,1.0
303,2008,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,SK Raina,4,83,114,12,3,4.0,0.0,115.0,134.75,16.0,100.0,1.0
7638,2018,Sawai Mansingh Stadium,Jaipur,1,RA Tripathi,3,82,110,7,4,1.0,2.0,111.0,192.0,12.0,100.0,3.0
1921,2010,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,KC Sangakkara,3,83,115,15,1,3.0,0.0,116.0,142.66666666666666,17.0,100.0,1.0
3551,2012,Subrata Roy Sahara Stadium,Pune,2,JD Ryder,4,101,111,9,3,3.0,1.0,112.0,144.66666666666666,13.0,100.0,2.0
366,2008,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,MEK Hussey,1,54,116,8,9,0.0,1.0,117.0,116.0,18.0,100.0,2.0
2625,2011,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,PC Valthaty,1,64,120,19,2,0.0,1.0,121.0,120.0,22.0,100.0,2.0
7665,2018,Sawai Mansingh Stadium,Jaipur,2,JC Buttler,3,79,111,11,2,2.0,1.0,112.0,150.5,14.0,99.0,2.0
3422,2012,Sawai Mansingh Stadium,Jaipur,1,SR Watson,4,89,116,11,7,4.0,0.0,117.0,138.25,19.0,99.0,1.0
6285,2016,Rajiv Gandhi International Stadium,Hyderabad,1,S Dhawan,4,110,107,8,1,3.0,1.0,108.0,143.66666666666666,10.0,99.0,2.0
6815,2017,Maharashtra Cricket Association Stadium,Pune,2,AM Rahane,5,89,110,8,4,4.0,1.0,111.0,132.25,13.0,99.0,2.0
7811,2019,"Arun Jaitley Stadium, Delhi",Delhi,1,S Dhawan,3,98,113,13,2,3.0,0.0,114.0,145.66666666666666,16.0,99.0,1.0
5607,2015,Rajiv Gandhi International Stadium,Hyderabad,1,MC Henriques,4,77,115,11,6,4.0,0.0,116.0,134.25,18.0,99.0,1.0
217,2008,M Chinnaswamy Stadium,Bangalore,1,R Dravid,5,98,112,11,3,5.0,0.0,113.0,131.6,15.0,99.0,1.0
6826,2017,Maharashtra Cricket Association Stadium,Pune,2,MS Dhoni,4,96,110,7,5,2.0,2.0,111.0,158.0,13.0,99.0,3.0
9626,2022,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,2,MR Marsh,2,84,114,8,8,2.0,0.0,115.0,156.0,17.0,99.0,1.0
2967,2012,"Eden Gardens, Kolkata",Kolkata,2,JH Kallis,3,103,111,10,3,3.0,0.0,112.0,145.33333333333334,14.0,99.0,1.0
3670,2012,"Wankhede Stadium, Mumbai",Mumbai,2,SR Tendulkar,3,84,115,15,2,3.0,0.0,116.0,143.0,18.0,99.0,1.0
2859,2011,"Wankhede Stadium, Mumbai",Mumbai,2,SR Tendulkar,3,114,108,11,0,3.0,0.0,109.0,146.0,12.0,98.0,1.0
3800,2013,Feroz Shah Kotla,Delhi,1,SK Raina,2,74,112,10,5,1.0,1.0,113.0,186.0,16.0,98.0,2.0
6212,2016,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,WP Saha,5,97,107,10,0,4.0,1.0,108.0,131.25,11.0,98.0,2.0
1623,2010,Feroz Shah Kotla,Delhi,1,KD Karthik,5,93,111,10,4,5.0,0.0,112.0,129.6,15.0,98.0,1.0
9508,2022,"Dr DY Patil Sports Academy, Mumbai",Mumbai,2,KS Williamson,4,112,108,5,6,4.0,0.0,109.0,136.0,12.0,98.0,1.0
3209,2012,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,F du Plessis,4,91,106,6,3,4.0,0.0,107.0,128.75,10.0,98.0,1.0
8700,2021,Dubai International Cricket Stadium,Dubai,1,YBK Jaiswal,3,81,116,14,5,3.0,0.0,117.0,143.0,20.0,98.0,1.0
8448,2020,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,CH Gayle,2,88,111,6,8,2.0,0.0,112.0,155.0,15.0,98.0,1.0
4967,2014,"Wankhede Stadium, Mumbai",Mumbai,1,RG Sharma,3,77,108,8,4,2.0,1.0,109.0,146.5,13.0,97.0,2.0
9024,2021,Sharjah Cricket Stadium,Sharjah,2,Shubman Gill,3,99,105,6,3,3.0,0.0,106.0,138.0,10.0,97.0,1.0
9517,2022,"Dr DY Patil Sports Academy, Mumbai",Mumbai,2,N Pooran,4,80,108,7,5,1.0,3.0,109.0,188.0,13.0,97.0,4.0
2296,2011,Himachal Pradesh Cricket Association Stadium,Dharamsala,1,AC Gilchrist,2,67,115,10,9,2.0,0.0,116.0,148.5,20.0,97.0,1.0
8440,2020,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,AB de Villiers,3,77,106,7,3,3.0,0.0,107.0,131.66666666666666,11.0,97.0,1.0
1941,2010,"Sardar Patel Stadium, Motera",Ahmedabad,1,AA Jhunjhunwala,3,91,109,12,1,2.0,1.0,110.0,154.5,14.0,97.0,2.0
1174,2009,St George's Park,Port Elizabeth,1,ST Jayasuriya,3,81,111,9,6,3.0,0.0,112.0,138.0,16.0,97.0,1.0
9943,2022,"Wankhede Stadium, Mumbai",Mumbai,1,RA Tripathi,3,76,112,12,5,3.0,0.0,113.0,137.33333333333334,18.0,96.0,1.0
9063,2021,"Wankhede Stadium, Mumbai",Mumbai,1,RD Gaikwad,4,90,112,12,5,4.0,0.0,113.0,134.5,18.0,96.0,1.0
8868,2021,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,1,KL Rahul,2,79,110,9,6,1.0,1.0,111.0,189.0,16.0,96.0,2.0
8634,2021,"Arun Jaitley Stadium, Delhi",Delhi,2,Q de Kock,2,79,108,10,3,1.0,1.0,109.0,187.0,14.0,96.0,2.0
8207,2019,Rajiv Gandhi International Stadium,Hyderabad,1,JM Bairstow,1,57,114,12,7,1.0,0.0,115.0,171.0,20.0,96.0,1.0
7916,2019,"Eden Gardens, Kolkata",Kolkata,2,AD Russell,2,50,114,6,13,1.0,1.0,115.0,164.0,20.0,96.0,2.0
1698,2010,Himachal Pradesh Cricket Association Stadium,Dharamsala,1,DPMD Jayawardene,2,74,114,15,4,1.0,1.0,115.0,188.0,20.0,96.0,2.0
5155,2015,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,1,DA Warner,2,70,112,12,5,2.0,0.0,113.0,147.0,18.0,96.0,1.0
5262,2015,"Eden Gardens, Kolkata",Kolkata,2,RV Uthappa,3,83,106,10,2,2.0,1.0,107.0,147.5,13.0,95.0,2.0
4475,2013,"Wankhede Stadium, Mumbai",Mumbai,1,KA Pollard,8,85,108,7,7,5.0,3.0,109.0,125.0,15.0,95.0,4.0
8470,2020,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,KD Karthik,6,83,110,12,4,5.0,1.0,111.0,126.6,17.0,95.0,2.0
9754,2022,Maharashtra Cricket Association Stadium,Pune,2,AK Markram,3,77,106,5,7,2.0,1.0,107.0,144.5,13.0,95.0,2.0
9663,2022,"Eden Gardens, Kolkata",Kolkata,1,RM Patidar,1,55,112,12,7,0.0,1.0,113.0,112.0,20.0,94.0,2.0
8691,2021,Dubai International Cricket Stadium,Dubai,1,SV Samson,3,79,105,7,5,3.0,0.0,106.0,131.33333333333334,13.0,94.0,1.0
7103,2017,"Wankhede Stadium, Mumbai",Mumbai,2,HH Pandya,7,64,108,7,8,3.0,4.0,109.0,129.33333333333334,16.0,94.0,5.0
804,2009,Kingsmead,Durban,1,ML Hayden,2,75,109,13,3,2.0,0.0,110.0,146.5,17.0,94.0,1.0
9321,2022,"Brabourne Stadium, Mumbai",Mumbai,2,AK Markram,2,62,110,10,7,1.0,1.0,111.0,172.0,18.0,94.0,2.0
3351,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,SE Marsh,3,90,109,14,2,2.0,1.0,110.0,154.0,17.0,94.0,2.0
4860,2014,Rajiv Gandhi International Stadium,Hyderabad,1,NV Ojha,3,67,108,5,10,1.0,2.0,109.0,175.0,16.0,94.0,3.0
6038,2016,Green Park,Kanpur,2,SK Raina,2,75,111,15,3,1.0,1.0,112.0,186.0,19.0,94.0,2.0
1585,2010,"Eden Gardens, Kolkata",Kolkata,2,DPMD Jayawardene,1,61,110,14,3,0.0,1.0,111.0,110.0,18.0,94.0,2.0
8674,2021,Dubai International Cricket Stadium,Dubai,1,PP Shaw,2,67,108,11,5,2.0,0.0,109.0,141.5,17.0,93.0,1.0
7974,2019,M Chinnaswamy Stadium,Bengaluru,1,MP Stoinis,5,78,103,5,6,3.0,2.0,104.0,129.0,12.0,93.0,3.0
1410,2010,"Brabourne Stadium, Mumbai",Mumbai,1,SR Tendulkar,4,88,107,15,0,4.0,0.0,108.0,129.0,16.0,93.0,1.0
8175,2019,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,MA Agarwal,3,72,105,8,5,3.0,0.0,106.0,129.0,14.0,93.0,1.0
7196,2018,"Eden Gardens, Kolkata",Kolkata,1,AD Russell,4,52,109,5,12,3.0,1.0,110.0,126.33333333333333,18.0,93.0,2.0
2950,2012,"Eden Gardens, Kolkata",Kolkata,1,RG Sharma,1,62,109,12,5,0.0,1.0,110.0,109.0,18.0,93.0,2.0
4258,2013,Rajiv Gandhi International Stadium,Hyderabad,2,PA Patel,4,92,107,14,1,4.0,0.0,108.0,130.0,16.0,93.0,1.0
8828,2021,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,MK Pandey,3,94,101,4,5,2.0,1.0,102.0,148.0,10.0,93.0,2.0
2400,2011,M Chinnaswamy Stadium,Bangalore,1,V Kohli,3,94,106,10,4,3.0,0.0,107.0,137.33333333333334,15.0,93.0,1.0
7411,2018,M Chinnaswamy Stadium,Bengaluru,2,V Kohli,3,73,108,13,3,3.0,0.0,109.0,132.33333333333334,17.0,93.0,1.0
3386,2012,Rajiv Gandhi International Stadium,Hyderabad,2,DA Warner,1,55,109,10,7,0.0,1.0,110.0,109.0,18.0,93.0,2.0
8754,2021,Dubai International Cricket Stadium,Dubai,2,Shubman Gill,2,97,108,16,0,2.0,0.0,109.0,156.5,17.0,93.0,1.0
4643,2014,"Eden Gardens, Kolkata",Kolkata,2,RV Uthappa,2,70,108,14,3,2.0,0.0,109.0,143.0,18.0,92.0,1.0
411,2008,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,KC Sangakkara,3,62,108,13,4,3.0,0.0,109.0,128.66666666666666,18.0,92.0,1.0
10037,2022,"Wankhede Stadium, Mumbai",Mumbai,2,RG Sharma,5,100,107,11,5,4.0,1.0,108.0,132.0,17.0,92.0,2.0
6846,2017,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,HM Amla,1,61,104,8,5,1.0,0.0,105.0,165.0,14.0,92.0,1.0
5413,2015,M Chinnaswamy Stadium,Bangalore,2,V Kohli,4,84,104,7,6,3.0,1.0,105.0,132.0,14.0,92.0,2.0
4283,2013,Sawai Mansingh Stadium,Jaipur,1,AM Rahane,2,91,104,11,2,1.0,1.0,105.0,195.0,14.0,92.0,2.0
548,2008,Sawai Mansingh Stadium,Jaipur,1,SA Asnodkar,2,81,110,17,2,2.0,0.0,111.0,150.5,20.0,92.0,1.0
2854,2011,"Wankhede Stadium, Mumbai",Mumbai,2,S Badrinath,2,82,105,12,2,1.0,1.0,106.0,187.0,15.0,92.0,2.0
10000,2022,"Wankhede Stadium, Mumbai",Mumbai,2,Ishan Kishan,4,96,105,9,5,4.0,0.0,106.0,129.0,15.0,92.0,1.0
1348,2009,SuperSport Park,Centurion,2,YK Pathan,3,64,104,8,6,2.0,1.0,105.0,136.0,15.0,91.0,2.0
31,2008,"Dr DY Patil Sports Academy, Mumbai",Mumbai,2,AC Gilchrist,1,50,109,9,10,0.0,1.0,110.0,109.0,20.0,91.0,2.0
5803,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,1,KH Pandya,2,50,105,8,7,2.0,0.0,106.0,130.0,16.0,91.0,1.0
9254,2022,"Brabourne Stadium, Mumbai",Mumbai,1,JC Buttler,2,68,105,10,5,2.0,0.0,106.0,139.0,16.0,91.0,1.0
10031,2022,"Wankhede Stadium, Mumbai",Mumbai,2,R Powell,4,55,104,4,10,3.0,1.0,105.0,122.33333333333333,15.0,91.0,2.0
2206,2011,"Eden Gardens, Kolkata",Kolkata,2,G Gambhir,4,110,99,9,0,2.0,2.0,100.0,154.0,10.0,91.0,3.0
