,Season,Venue,City,innings,batter,Match_Played,Balls_Faced,Runs,4s,6s,Out,Not_Out,Strike_Rate,Avg,Explosivity_Rating,Running_Rating,Finisher_Rating
3578,2012,Subrata Roy Sahara Stadium,Pune,2,Y Venugopal Rao,1,23,13,0,0,1.0,0.0,14.0,36.0,1.0,14.0,1.0
4674,2014,Feroz Shah Kotla,Delhi,2,GJ Maxwell,1,13,14,0,1,1.0,0.0,15.0,27.0,2.0,14.0,1.0
9791,2022,Maharashtra Cricket Association Stadium,Pune,2,Kuldeep Yadav,1,14,14,0,1,0.0,1.0,15.0,14.0,2.0,14.0,2.0
4276,2013,Sawai Mansingh Stadium,Jaipur,1,A Ashish Reddy,1,11,14,1,0,1.0,0.0,15.0,25.0,2.0,14.0,1.0
4005,2013,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,A Mishra,1,21,15,2,0,1.0,0.0,16.0,36.0,3.0,14.0,1.0
4076,2013,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,RE van der Merwe,1,16,14,1,0,1.0,0.0,15.0,30.0,2.0,14.0,1.0
7753,2018,"Wankhede Stadium, Mumbai",Mumbai,2,MS Dhoni,2,24,14,1,0,2.0,0.0,15.0,26.0,2.0,14.0,1.0
4243,2013,Rajiv Gandhi International Stadium,Hyderabad,2,BB Samantray,2,14,15,2,0,1.0,1.0,16.0,29.0,3.0,14.0,2.0
8798,2021,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,Shahbaz Ahmed,1,10,14,0,1,1.0,0.0,15.0,24.0,2.0,14.0,1.0
4406,2013,Subrata Roy Sahara Stadium,Pune,1,MK Tiwary,1,11,15,2,0,0.0,1.0,16.0,15.0,3.0,14.0,2.0
1982,2010,"Sardar Patel Stadium, Motera",Ahmedabad,2,SK Raina,1,13,14,1,0,1.0,0.0,15.0,27.0,2.0,14.0,1.0
4343,2013,Sawai Mansingh Stadium,Jaipur,2,MK Tiwary,1,13,14,1,0,1.0,0.0,15.0,27.0,2.0,14.0,1.0
4082,2013,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,UBT Chand,1,13,16,2,1,1.0,0.0,17.0,29.0,4.0,14.0,1.0
1848,2010,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,L Balaji,1,10,15,1,1,1.0,0.0,16.0,25.0,3.0,14.0,1.0
1902,2010,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,S Sreesanth,1,15,15,2,0,0.0,1.0,16.0,15.0,3.0,14.0,2.0
3774,2013,Feroz Shah Kotla,Delhi,1,DPMD Jayawardene,2,18,16,2,1,2.0,0.0,17.0,25.0,4.0,14.0,1.0
8790,2021,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,RD Chahar,3,13,14,1,0,3.0,0.0,15.0,18.333333333333332,2.0,14.0,1.0
9753,2022,Maharashtra Cricket Association Stadium,Pune,2,AJ Finch,1,15,14,1,0,1.0,0.0,15.0,29.0,2.0,14.0,1.0
8915,2021,Sharjah Cricket Stadium,Sharjah,1,CH Gayle,1,18,14,1,0,1.0,0.0,15.0,32.0,2.0,14.0,1.0
8935,2021,Sharjah Cricket Stadium,Sharjah,1,KD Karthik,1,11,14,0,1,0.0,1.0,15.0,14.0,2.0,14.0,2.0
4613,2014,"Eden Gardens, Kolkata",Kolkata,1,JO Holder,1,12,16,2,1,1.0,0.0,17.0,28.0,4.0,14.0,1.0
4098,2013,Maharashtra Cricket Association Stadium,Pune,2,AJ Finch,1,13,16,3,0,1.0,0.0,17.0,29.0,4.0,14.0,1.0
4754,2014,M Chinnaswamy Stadium,Bangalore,1,NV Ojha,1,12,15,1,1,1.0,0.0,16.0,27.0,3.0,14.0,1.0
4949,2014,"Wankhede Stadium, Mumbai",Mumbai,1,BR Dunk,1,14,15,2,0,1.0,0.0,16.0,29.0,3.0,14.0,1.0
2126,2011,"Dr DY Patil Sports Academy, Mumbai",Mumbai,2,IK Pathan,1,16,14,1,0,1.0,0.0,15.0,30.0,2.0,14.0,1.0
4053,2013,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,CH Morris,4,11,13,0,0,0.0,4.0,14.0,13.0,1.0,14.0,5.0
7734,2018,"Wankhede Stadium, Mumbai",Mumbai,2,G Gambhir,1,16,15,2,0,1.0,0.0,16.0,31.0,3.0,14.0,1.0
9708,2022,Maharashtra Cricket Association Stadium,Pune,1,M Shahrukh Khan,1,8,15,0,2,1.0,0.0,16.0,23.0,3.0,14.0,1.0
4723,2014,JSCA International Stadium Complex,Ranchi,2,R Ashwin,1,16,14,1,0,1.0,0.0,15.0,30.0,2.0,14.0,1.0
853,2009,Kingsmead,Durban,2,AB Agarkar,1,17,13,0,0,0.0,1.0,14.0,13.0,1.0,14.0,2.0
4329,2013,Sawai Mansingh Stadium,Jaipur,1,Yuvraj Singh,1,11,15,1,1,1.0,0.0,16.0,26.0,3.0,14.0,1.0
4786,2014,M Chinnaswamy Stadium,Bangalore,2,PA Patel,2,19,16,3,0,2.0,0.0,17.0,25.5,4.0,14.0,1.0
4136,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,S Dhawan,1,15,15,2,0,1.0,0.0,16.0,30.0,3.0,14.0,1.0
742,2009,De Beers Diamond Oval,Kimberley,2,B Lee,1,10,14,0,1,0.0,1.0,15.0,14.0,2.0,14.0,2.0
7551,2018,Rajiv Gandhi International Stadium,Hyderabad,1,KH Pandya,1,11,15,2,0,1.0,0.0,16.0,26.0,3.0,14.0,1.0
4072,2013,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,Mandeep Singh,2,15,15,2,0,1.0,1.0,16.0,30.0,3.0,14.0,2.0
9653,2022,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,2,UT Yadav,2,16,15,1,1,1.0,1.0,16.0,31.0,3.0,14.0,2.0
7925,2019,"Eden Gardens, Kolkata",Kolkata,2,E Lewis,1,16,15,1,1,1.0,0.0,16.0,31.0,3.0,14.0,1.0
4791,2014,M Chinnaswamy Stadium,Bangalore,2,RR Rossouw,1,23,14,1,0,1.0,0.0,15.0,37.0,2.0,14.0,1.0
830,2009,Kingsmead,Durban,1,S Badrinath,3,27,14,1,0,3.0,0.0,15.0,23.0,2.0,14.0,1.0
8874,2021,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,1,N Rana,1,12,15,1,1,1.0,0.0,16.0,27.0,3.0,14.0,1.0
4198,2013,Rajiv Gandhi International Stadium,Hyderabad,1,KA Pollard,1,19,14,1,0,0.0,1.0,15.0,14.0,2.0,14.0,2.0
4200,2013,Rajiv Gandhi International Stadium,Hyderabad,1,KC Sangakkara,1,16,15,2,0,1.0,0.0,16.0,31.0,3.0,14.0,1.0
8800,2021,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,Shubman Gill,1,13,15,1,1,1.0,0.0,16.0,28.0,3.0,14.0,1.0
7725,2018,"Wankhede Stadium, Mumbai",Mumbai,2,CA Lynn,1,13,17,4,0,1.0,0.0,18.0,30.0,5.0,14.0,1.0
4193,2013,Rajiv Gandhi International Stadium,Hyderabad,1,IK Pathan,1,19,13,0,0,1.0,0.0,14.0,32.0,1.0,14.0,1.0
4896,2014,"Sardar Patel Stadium, Motera",Ahmedabad,1,KA Pollard,1,12,14,0,1,0.0,1.0,15.0,14.0,2.0,14.0,2.0
2155,2011,"Eden Gardens, Kolkata",Kolkata,1,AG Paunikar,1,15,15,2,0,1.0,0.0,16.0,30.0,3.0,14.0,1.0
810,2009,Kingsmead,Durban,1,NK Patel,1,22,14,1,0,1.0,0.0,15.0,36.0,2.0,14.0,1.0
3568,2012,Subrata Roy Sahara Stadium,Pune,2,PP Chawla,1,8,16,2,1,1.0,0.0,17.0,24.0,4.0,14.0,1.0
2123,2011,"Dr DY Patil Sports Academy, Mumbai",Mumbai,2,DT Christian,1,12,14,1,0,0.0,1.0,15.0,14.0,2.0,14.0,2.0
8063,2019,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,Q de Kock,1,10,15,1,1,1.0,0.0,16.0,25.0,3.0,14.0,1.0
4139,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,V Kohli,1,16,14,1,0,1.0,0.0,15.0,30.0,2.0,14.0,1.0
7591,2018,Rajiv Gandhi International Stadium,Hyderabad,2,KK Nair,1,17,13,0,0,1.0,0.0,14.0,30.0,1.0,14.0,1.0
1809,2010,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,KC Sangakkara,1,16,15,2,0,1.0,0.0,16.0,31.0,3.0,14.0,1.0
7389,2018,M Chinnaswamy Stadium,Bengaluru,2,KA Pollard,1,15,13,1,0,1.0,0.0,14.0,28.0,2.0,13.0,1.0
8622,2021,"Arun Jaitley Stadium, Delhi",Delhi,2,B Kumar,1,10,14,2,0,0.0,1.0,15.0,14.0,3.0,13.0,2.0
8999,2021,Sharjah Cricket Stadium,Sharjah,2,MK Pandey,1,23,13,1,0,1.0,0.0,14.0,36.0,2.0,13.0,1.0
4481,2013,"Wankhede Stadium, Mumbai",Mumbai,1,RT Ponting,2,23,14,2,0,2.0,0.0,15.0,25.5,3.0,13.0,1.0
9660,2022,"Eden Gardens, Kolkata",Kolkata,1,MK Lomror,1,9,14,2,0,1.0,0.0,15.0,23.0,3.0,13.0,1.0
2471,2011,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,CL White,1,18,13,1,0,1.0,0.0,14.0,31.0,2.0,13.0,1.0
9974,2022,"Wankhede Stadium, Mumbai",Mumbai,2,A Manohar,2,9,15,3,0,1.0,1.0,16.0,24.0,4.0,13.0,2.0
5270,2015,"Eden Gardens, Kolkata",Kolkata,2,V Kohli,1,15,13,0,1,1.0,0.0,14.0,28.0,2.0,13.0,1.0
7939,2019,"Eden Gardens, Kolkata",Kolkata,2,PP Shaw,1,7,14,0,2,1.0,0.0,15.0,21.0,3.0,13.0,1.0
29,2008,"Dr DY Patil Sports Academy, Mumbai",Mumbai,1,YV Takawale,1,21,14,2,0,1.0,0.0,15.0,35.0,3.0,13.0,1.0
3645,2012,"Wankhede Stadium, Mumbai",Mumbai,2,HH Gibbs,1,25,13,1,0,1.0,0.0,14.0,38.0,2.0,13.0,1.0
1080,2009,Newlands,Cape Town,2,JH Kallis,1,14,15,3,0,1.0,0.0,16.0,29.0,4.0,13.0,1.0
5263,2015,"Eden Gardens, Kolkata",Kolkata,2,S Dhawan,1,15,15,3,0,1.0,0.0,16.0,30.0,4.0,13.0,1.0
6459,2017,"Eden Gardens, Kolkata",Kolkata,1,KK Nair,1,18,15,3,0,1.0,0.0,16.0,33.0,4.0,13.0,1.0
6457,2017,"Eden Gardens, Kolkata",Kolkata,1,KA Pollard,1,11,13,0,1,1.0,0.0,14.0,24.0,2.0,13.0,1.0
6586,2017,Feroz Shah Kotla,Delhi,2,MM Sharma,1,14,13,1,0,1.0,0.0,14.0,27.0,2.0,13.0,1.0
8867,2021,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,1,KD Karthik,1,10,14,1,1,1.0,0.0,15.0,24.0,3.0,13.0,1.0
4602,2014,"Brabourne Stadium, Mumbai",Mumbai,2,BB McCullum,1,11,14,0,2,1.0,0.0,15.0,25.0,3.0,13.0,1.0
8632,2021,"Arun Jaitley Stadium, Delhi",Delhi,2,MM Ali,1,9,15,3,0,1.0,0.0,16.0,24.0,4.0,13.0,1.0
6414,2016,"Wankhede Stadium, Mumbai",Mumbai,1,RG Sharma,2,14,14,2,0,2.0,0.0,15.0,21.0,3.0,13.0,1.0
2279,2011,Feroz Shah Kotla,Delhi,2,M Morkel,3,8,14,1,1,0.0,3.0,15.0,14.0,3.0,13.0,4.0
6912,2017,Rajiv Gandhi International Stadium,Hyderabad,1,MG Johnson,1,14,13,0,1,0.0,1.0,14.0,13.0,2.0,13.0,2.0
1681,2010,Feroz Shah Kotla,Delhi,2,R Dravid,1,9,14,2,0,1.0,0.0,15.0,23.0,3.0,13.0,1.0
3442,2012,Sawai Mansingh Stadium,Jaipur,2,DJ Hussey,1,10,13,1,0,1.0,0.0,14.0,23.0,2.0,13.0,1.0
1085,2009,Newlands,Cape Town,2,LR Shukla,1,13,13,1,0,1.0,0.0,14.0,26.0,2.0,13.0,1.0
3628,2012,"Wankhede Stadium, Mumbai",Mumbai,1,Shakib Al Hasan,1,13,13,1,0,1.0,0.0,14.0,26.0,2.0,13.0,1.0
1416,2010,"Brabourne Stadium, Mumbai",Mumbai,2,A Mishra,1,17,12,0,0,1.0,0.0,13.0,29.0,1.0,13.0,1.0
8215,2019,Rajiv Gandhi International Stadium,Hyderabad,1,KS Williamson,1,7,14,1,1,1.0,0.0,15.0,21.0,3.0,13.0,1.0
7319,2018,Holkar Cricket Stadium,Indore,2,AJ Tye,1,11,14,1,1,1.0,0.0,15.0,25.0,3.0,13.0,1.0
5934,2016,Feroz Shah Kotla,Delhi,1,Bipul Sharma,1,6,14,0,2,0.0,1.0,15.0,14.0,3.0,13.0,2.0
3904,2013,JSCA International Stadium Complex,Ranchi,2,R Bhatia,2,13,13,1,0,1.0,1.0,14.0,26.0,2.0,13.0,2.0
5864,2016,"Eden Gardens, Kolkata",Kolkata,1,C Munro,2,14,14,2,0,2.0,0.0,15.0,21.0,3.0,13.0,1.0
9447,2022,"Dr DY Patil Sports Academy, Mumbai",Mumbai,1,P Simran Singh,1,11,14,2,0,1.0,0.0,15.0,25.0,3.0,13.0,1.0
9446,2022,"Dr DY Patil Sports Academy, Mumbai",Mumbai,1,OF Smith,1,15,13,0,1,1.0,0.0,14.0,28.0,2.0,13.0,1.0
1419,2010,"Brabourne Stadium, Mumbai",Mumbai,2,AA Jhunjhunwala,1,11,14,1,1,1.0,0.0,15.0,25.0,3.0,13.0,1.0
1208,2009,St George's Park,Port Elizabeth,2,R Vinay Kumar,2,18,12,0,0,2.0,0.0,13.0,21.0,1.0,13.0,1.0
1447,2010,"Brabourne Stadium, Mumbai",Mumbai,2,RJ Harris,1,10,13,1,0,1.0,0.0,14.0,23.0,2.0,13.0,1.0
2560,2011,Nehru Stadium,Kochi,2,B Akhil,1,9,13,0,1,1.0,0.0,14.0,22.0,2.0,13.0,1.0
1322,2009,SuperSport Park,Centurion,2,MV Boucher,1,10,13,0,1,0.0,1.0,14.0,13.0,2.0,13.0,2.0
9563,2022,"Dr DY Patil Sports Academy, Mumbai",Navi Mumbai,1,KA Pollard,1,10,14,1,1,1.0,0.0,15.0,24.0,3.0,13.0,1.0
892,2009,Kingsmead,Durban,2,PP Chawla,3,16,13,1,0,2.0,1.0,14.0,21.0,2.0,13.0,2.0
6761,2017,M Chinnaswamy Stadium,Bengaluru,2,SV Samson,1,12,13,1,0,1.0,0.0,14.0,25.0,2.0,13.0,1.0
1670,2010,Feroz Shah Kotla,Delhi,2,M Vijay,1,6,14,1,1,0.0,1.0,15.0,14.0,3.0,13.0,2.0
1253,2009,SuperSport Park,Centurion,1,KD Karthik,2,14,13,0,1,2.0,0.0,14.0,20.0,2.0,13.0,1.0
2202,2011,"Eden Gardens, Kolkata",Kolkata,2,DB Ravi Teja,1,10,14,1,1,1.0,0.0,15.0,24.0,3.0,13.0,1.0
7701,2018,"Wankhede Stadium, Mumbai",Mumbai,1,JP Duminy,2,12,13,0,1,0.0,2.0,14.0,13.0,2.0,13.0,3.0
7065,2017,"Wankhede Stadium, Mumbai",Mumbai,1,JJ Roy,1,7,14,1,1,0.0,1.0,15.0,14.0,3.0,13.0,2.0
3196,2012,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,1,AM Rahane,1,10,15,3,0,1.0,0.0,16.0,25.0,4.0,13.0,1.0
2204,2011,"Eden Gardens, Kolkata",Kolkata,2,DW Steyn,1,13,13,1,0,1.0,0.0,14.0,26.0,2.0,13.0,1.0
7921,2019,"Eden Gardens, Kolkata",Kolkata,2,CA Ingram,1,6,14,1,1,0.0,1.0,15.0,14.0,3.0,13.0,2.0
7384,2018,M Chinnaswamy Stadium,Bengaluru,2,DJ Bravo,1,7,14,1,1,0.0,1.0,15.0,14.0,3.0,13.0,2.0
2822,2011,"Wankhede Stadium, Mumbai",Mumbai,2,AM Nayar,1,9,14,2,0,1.0,0.0,15.0,23.0,3.0,13.0,1.0
7576,2018,Rajiv Gandhi International Stadium,Hyderabad,1,WP Saha,2,14,14,1,1,2.0,0.0,15.0,21.0,3.0,13.0,1.0
3320,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,SPD Smith,1,13,13,1,0,1.0,0.0,14.0,26.0,2.0,13.0,1.0
322,2008,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,JR Hopes,1,7,14,1,1,1.0,0.0,15.0,21.0,3.0,13.0,1.0
151,2008,Feroz Shah Kotla,Delhi,1,SK Warne,1,13,14,2,0,1.0,0.0,15.0,27.0,3.0,13.0,1.0
5375,2015,M Chinnaswamy Stadium,Bangalore,1,SA Abbott,1,9,14,1,1,1.0,0.0,15.0,23.0,3.0,13.0,1.0
9227,2021,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,2,Shahbaz Ahmed,1,9,14,2,0,1.0,0.0,15.0,23.0,3.0,13.0,1.0
1631,2010,Feroz Shah Kotla,Delhi,1,R Sharma,1,8,14,2,0,0.0,1.0,15.0,14.0,3.0,13.0,2.0
4063,2013,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,JA Morkel,2,11,13,0,1,1.0,1.0,14.0,24.0,2.0,13.0,2.0
880,2009,Kingsmead,Durban,2,KP Pietersen,1,13,13,1,0,1.0,0.0,14.0,26.0,2.0,13.0,1.0
2618,2011,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,JD Ryder,1,18,15,3,0,1.0,0.0,16.0,33.0,4.0,13.0,1.0
2670,2011,Rajiv Gandhi International Stadium,Hyderabad,2,CJ Ferguson,1,9,15,3,0,0.0,1.0,16.0,15.0,4.0,13.0,2.0
7306,2018,Holkar Cricket Stadium,Indore,1,MA Agarwal,2,13,13,0,1,2.0,0.0,14.0,19.5,2.0,13.0,1.0
3262,2012,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,MK Pandey,1,6,13,0,1,1.0,0.0,14.0,19.0,2.0,13.0,1.0
4823,2014,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,R Dhawan,1,9,14,2,0,0.0,1.0,15.0,14.0,3.0,13.0,2.0
5460,2015,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,MA Agarwal,1,12,15,2,1,1.0,0.0,16.0,27.0,4.0,13.0,1.0
977,2009,New Wanderers Stadium,Johannesburg,1,WA Mota,1,19,12,0,0,1.0,0.0,13.0,31.0,1.0,13.0,1.0
8296,2019,Sawai Mansingh Stadium,Jaipur,1,JC Archer,1,12,13,1,0,0.0,1.0,14.0,13.0,2.0,13.0,2.0
3329,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,BB McCullum,1,18,15,3,0,1.0,0.0,16.0,33.0,4.0,13.0,1.0
5380,2015,M Chinnaswamy Stadium,Bangalore,1,SS Tiwary,1,9,13,0,1,0.0,1.0,14.0,13.0,2.0,13.0,2.0
5993,2016,Feroz Shah Kotla,Delhi,2,NLTC Perera,1,5,14,0,2,0.0,1.0,15.0,14.0,3.0,13.0,2.0
3312,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,PC Valthaty,2,21,14,2,0,2.0,0.0,15.0,24.5,3.0,13.0,1.0
3060,2012,Feroz Shah Kotla,Delhi,2,P Negi,2,13,14,2,0,1.0,1.0,15.0,27.0,3.0,13.0,2.0
3879,2013,Himachal Pradesh Cricket Association Stadium,Dharamsala,2,R Dhawan,1,15,14,2,0,1.0,0.0,15.0,29.0,3.0,13.0,1.0
8443,2020,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,AM Rahane,1,17,15,3,0,1.0,0.0,16.0,32.0,4.0,13.0,1.0
1612,2010,Feroz Shah Kotla,Delhi,1,AB McDonald,1,9,14,2,0,0.0,1.0,15.0,14.0,3.0,13.0,2.0
5409,2015,M Chinnaswamy Stadium,Bangalore,2,RR Rossouw,2,10,14,1,1,2.0,0.0,15.0,19.0,3.0,13.0,1.0
8281,2019,Rajiv Gandhi International Stadium,Hyderabad,2,UT Yadav,1,10,14,1,1,1.0,0.0,15.0,24.0,3.0,13.0,1.0
6527,2017,Feroz Shah Kotla,Delhi,1,A Mishra,1,10,13,0,1,0.0,1.0,14.0,13.0,2.0,13.0,2.0
7595,2018,Rajiv Gandhi International Stadium,Hyderabad,2,MA Agarwal,1,15,12,0,0,1.0,0.0,13.0,27.0,1.0,13.0,1.0
7812,2019,"Arun Jaitley Stadium, Delhi",Delhi,1,S Gopal,1,18,12,0,0,1.0,0.0,13.0,30.0,1.0,13.0,1.0
8605,2021,"Arun Jaitley Stadium, Delhi",Delhi,1,DA Miller,2,7,14,1,1,0.0,2.0,15.0,14.0,3.0,13.0,3.0
2630,2011,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,SE Marsh,1,14,12,0,0,1.0,0.0,13.0,26.0,1.0,13.0,1.0
2232,2011,Feroz Shah Kotla,Delhi,1,CA Ingram,1,12,13,1,0,0.0,1.0,14.0,13.0,2.0,13.0,2.0
3302,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,J Botha,1,8,14,2,0,0.0,1.0,15.0,14.0,3.0,13.0,2.0
550,2008,Sawai Mansingh Stadium,Jaipur,1,SB Styris,1,11,13,0,1,1.0,0.0,14.0,24.0,2.0,13.0,1.0
7875,2019,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,1,SS Iyer,1,18,13,1,0,1.0,0.0,14.0,31.0,2.0,13.0,1.0
9698,2022,Maharashtra Cricket Association Stadium,Pune,1,JD Unadkat,1,14,13,1,0,0.0,1.0,14.0,13.0,2.0,13.0,2.0
5798,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,1,Harbhajan Singh,1,10,14,1,1,0.0,1.0,15.0,14.0,3.0,13.0,2.0
8091,2019,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,HH Pandya,1,11,13,1,0,0.0,1.0,14.0,13.0,2.0,13.0,2.0
2608,2011,"Punjab Cricket Association Stadium, Mohali",Chandigarh,2,AC Blizzard,1,10,15,3,0,1.0,0.0,16.0,25.0,4.0,13.0,1.0
4596,2014,"Brabourne Stadium, Mumbai",Mumbai,1,KA Pollard,1,8,14,1,1,1.0,0.0,15.0,22.0,3.0,13.0,1.0
9862,2022,"Narendra Modi Stadium, Ahmedabad",Ahmedabad,1,SV Samson,1,11,14,2,0,1.0,0.0,15.0,25.0,3.0,13.0,1.0
8458,2020,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,1,Gurkeerat Singh,1,12,14,2,0,0.0,1.0,15.0,14.0,3.0,13.0,2.0
7796,2019,"Arun Jaitley Stadium, Delhi",Delhi,1,LS Livingstone,1,13,14,1,1,1.0,0.0,15.0,27.0,3.0,13.0,1.0
5514,2015,Maharashtra Cricket Association Stadium,Pune,1,V Kohli,1,18,12,0,0,1.0,0.0,13.0,30.0,1.0,13.0,1.0
6577,2017,Feroz Shah Kotla,Delhi,2,G Gambhir,1,12,14,2,0,1.0,0.0,15.0,26.0,3.0,13.0,1.0
3359,2012,Rajiv Gandhi International Stadium,Hyderabad,1,Azhar Mahmood,1,9,14,2,0,1.0,0.0,15.0,23.0,3.0,13.0,1.0
7365,2018,M Chinnaswamy Stadium,Bengaluru,1,RA Tripathi,1,5,14,1,1,0.0,1.0,15.0,14.0,3.0,13.0,2.0
3651,2012,"Wankhede Stadium, Mumbai",Mumbai,2,KK Cooper,1,6,14,0,2,1.0,0.0,15.0,20.0,3.0,13.0,1.0
2264,2011,Feroz Shah Kotla,Delhi,2,AT Rayudu,1,16,14,2,0,1.0,0.0,15.0,30.0,3.0,13.0,1.0
6817,2017,Maharashtra Cricket Association Stadium,Pune,2,DL Chahar,1,6,14,0,2,1.0,0.0,15.0,20.0,3.0,13.0,1.0
5794,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,1,DJ Hooda,1,5,14,0,2,1.0,0.0,15.0,19.0,3.0,13.0,1.0
7373,2018,M Chinnaswamy Stadium,Bengaluru,1,Washington Sundar,2,7,14,1,1,1.0,1.0,15.0,21.0,3.0,13.0,2.0
9952,2022,"Wankhede Stadium, Mumbai",Mumbai,1,S Dube,3,17,13,1,0,3.0,0.0,14.0,18.666666666666668,2.0,13.0,1.0
2046,2010,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,1,RJ Harris,1,9,13,0,1,0.0,1.0,14.0,13.0,2.0,13.0,2.0
956,2009,New Wanderers Stadium,Johannesburg,1,M Vijay,1,14,14,2,0,1.0,0.0,15.0,28.0,3.0,13.0,1.0
8829,2021,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,2,Mohammad Nabi,1,13,14,2,0,1.0,0.0,15.0,27.0,3.0,13.0,1.0
5306,2015,Feroz Shah Kotla,Delhi,2,LMP Simmons,1,16,15,3,0,1.0,0.0,16.0,31.0,4.0,13.0,1.0
874,2009,Kingsmead,Durban,2,JA Morkel,1,14,13,1,0,0.0,1.0,14.0,13.0,2.0,13.0,2.0
374,2008,"Punjab Cricket Association Stadium, Mohali",Chandigarh,1,PA Patel,1,11,15,3,0,1.0,0.0,16.0,26.0,4.0,13.0,1.0
4211,2013,Rajiv Gandhi International Stadium,Hyderabad,1,MS Bisla,1,19,15,3,0,1.0,0.0,16.0,34.0,4.0,13.0,1.0
6942,2017,Rajiv Gandhi International Stadium,Hyderabad,2,EJG Morgan,1,17,13,0,1,1.0,0.0,14.0,30.0,2.0,13.0,1.0
7882,2019,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,2,C Munro,1,13,14,1,1,1.0,0.0,15.0,27.0,3.0,13.0,1.0
2025,2010,Sawai Mansingh Stadium,Jaipur,2,V Kohli,1,13,14,2,0,1.0,0.0,15.0,27.0,3.0,13.0,1.0
7354,2018,M Chinnaswamy Stadium,Bengaluru,1,MA Agarwal,1,11,15,3,0,1.0,0.0,16.0,26.0,4.0,13.0,1.0
1978,2010,"Sardar Patel Stadium, Motera",Ahmedabad,2,NV Ojha,1,17,14,1,1,1.0,0.0,15.0,31.0,3.0,13.0,1.0
2947,2012,"Eden Gardens, Kolkata",Kolkata,1,PP Chawla,3,8,13,0,1,0.0,3.0,14.0,13.0,2.0,13.0,4.0
5322,2015,Feroz Shah Kotla,Delhi,2,UBT Chand,1,14,14,2,0,1.0,0.0,15.0,28.0,3.0,13.0,1.0
8918,2021,Sharjah Cricket Stadium,Sharjah,1,DJ Hooda,1,10,13,1,0,1.0,0.0,14.0,23.0,2.0,13.0,1.0
2105,2011,"Dr DY Patil Sports Academy, Mumbai",Mumbai,1,RG Sharma,1,20,12,0,0,1.0,0.0,13.0,32.0,1.0,13.0,1.0
527,2008,Sawai Mansingh Stadium,Jaipur,1,KD Karthik,1,16,13,1,0,1.0,0.0,14.0,29.0,2.0,13.0,1.0
6810,2017,Maharashtra Cricket Association Stadium,Pune,1,WP Saha,1,18,13,0,1,1.0,0.0,14.0,31.0,2.0,13.0,1.0
8993,2021,Sharjah Cricket Stadium,Sharjah,2,KM Jadhav,1,12,12,0,0,1.0,0.0,13.0,24.0,1.0,13.0,1.0
79,2008,"Eden Gardens, Kolkata",Kolkata,1,SB Bangar,1,10,14,1,1,1.0,0.0,15.0,24.0,3.0,13.0,1.0
4735,2014,JSCA International Stadium Complex,Ranchi,2,Yuvraj Singh,1,9,13,0,1,0.0,1.0,14.0,13.0,2.0,13.0,2.0
